ID,Prev crop,PU?,Year,State,CRD,County,Location,Fld,Latitude,Longitude,Sandy?,Muck?,Soil texture,Soil assoc.,Manure,Irrig,Hybrid,Plt date,Ntiming,Nsource,Model,a,b,c,AONR,Opt. yld,R-sq,EONR
NR-001,Soy,yes,2006,IN,WC,Tippecanoe,ACRE - 93,Fld 93,40.485245,-87.00806022,no,no,SiCL,Chalmers,no,no,P34A19,25-Apr,24-May,UAN,QP,133.1,8.93E-01,-2.71E-03,164.7,207,0.99,144
NR-002,Soy,no,2006,IN,SE,Ripley,Back,,,,no,no,Unknown,Unknown,no,no,,,SD,,QP,30.1683,1.8817,-5.61E-03,167.7,188,,158
NR-003,Soy,no,2006,IN,C,Hamilton,Becks A3,,,,no,no,SiL,"Crosby, Miami",no,no,,,SD,UAN,CR,-,-,-,-,-,,
NR-004,Soy,no,2006,IN,C,Hamilton,Becks K,,,,no,no,SiCL,Brookston,no,no,,,SD,UAN,QP,131.6,0.9642,-3.03E-03,159.2,208,,141
NR-005,Soy,no,2006,IN,SW,Gibson,Becks SW - Preplt,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,Preplt,NH3,QP,135.9,0.395,-9.00E-04,204,179,,157
NR-006,Corn,no,2006,IN,SW,Gibson,Becks SW - Preplt,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,Preplt,NH3,QP,156.5,0.5769,-1.15E-03,204,226.3,,202
NR-007,Soy,no,2006,IN,SW,Gibson,Becks SW - V3,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,133.8,0.8596,-3.25E-03,132.2,191,,115
NR-008,Corn,no,2006,IN,SW,Gibson,Becks SW - V3,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,158,0.5327,-1.04E-03,204,223.4,,202
NR-009,Soy,no,2006,IN,SW,Gibson,Becks SW - V6,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,132.2,1.096,-4.19E-03,130.7,204,,117
NR-010,Corn,no,2006,IN,SW,Gibson,Becks SW - V6,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,154.2,0.6238,-1.49E-03,204,219.4,,172
NR-011,Soy,no,2006,IN,SW,Vigo,Ceres Soln,,,,no,no,SiL,Iva,no,no,,,SD,,QP,9.7135,1.8059,-4.65E-03,194,185,,182
NR-012,Soy,no,2006,IN,C,Grant,Devore,,,,no,no,Unknown,Unknown,no,no,,,SD,,QP,61.1346,0.9723,-2.31E-03,210.5,163,,186
NR-013,Soy,yes,2006,IN,EC,Randolph,DPAC - N,N,40.24350198,-85.149858,no,no,"SiL, SiCL",Blount/Pewamo,no,no,P34A19,31-May,17-Jun,UAN,QP,41.8571,1.2197,-2.83E-03,200,172.6,,196
NR-014,Soy,no,2006,IN,C,Hendricks,Edmundson,,,,no,no,L,Rensselaer,no,no,,,SD,UAN,QP,74.0694,1.4063,-3.90E-03,180.2,201,,166
NR-015,Soy,yes,2006,IN,SC,Lawrence,Feldun,,,,no,no,SiL,"Muren, Bedford",no,no,,,SD,UAN,QP,75.7181,0.9568,-2.73E-03,175.5,160,,155
NR-016,Corn,no,2006,IN,SW,KY,Folz,,,,no,no,SiL,Pembroke,no,no,,,SD,,QP,132.4,0.5372,-1.26E-03,204,189.6,,169
NR-017,Soy,no,2006,IN,WC,White,Kretzmeier,,,,no,no,SiCL,Chalmers,no,no,,22-Apr,SD,UAN,NR,-,-,-,100,195,,
NR-018,Soy,no,2006,IN,WC,White,Kretzmeier,,,,no,no,SiL,Toronto,no,no,,22-Apr,SD,UAN,NR,-,-,-,100,194,,
NR-019,Soy,no,2006,IN,WC,White,Kretzmeier,,,,no,no,SiL,Wingate,no,no,,22-Apr,SD,UAN,NR,-,-,-,100,186,,
NR-020,Soy,no,2006,IN,SE,Decatur,Kunz,,,,no,no,SiL,"Clermont, Avonburg, Rossmoyne",no,no,,,SD,UAN,QP,120.1,0.9417,-3.98E-03,118.3,176,,104
NR-021,Soy,yes,2006,IN,NE,Whitley,NEPAC - L5,L5,41.11445726,-85.44242263,no,no,"SiL, L, SL","Blount, Mermill+Haskins, Boyer+Rawson",no,no,P34A19,27-Apr,3-Jun,UAN,QP,79.3822,0.9935,-2.10E-03,229,196.8,,210
NR-022,Soy,yes,2006,IN,NE,Whitley,NEPAC - S6,S6,,,no,no,"L, CL","Glynwood, Morley",no,no,P34D72,24-Apr,SD,UAN,QP,41.961,1.4287,-3.49E-03,204.6,188,,189
NR-023,Soy,no,2006,IN,WC,Clay,Nicoson,,,,no,no,SiL,Iva,no,no,,,SD,,QP,55.1299,1.4074,-4.00E-03,176,179,,162
NR-024,Soy,no,2006,IN,EC,Henry,Pickering,12-Mar,,,no,no,SiL,Crosby,no,no,,,SD,UAN,QP,13.708,1.6855,-4.37E-03,193,176,1,180
NR-025,Soy,no,2006,IN,EC,Henry,Pickering,12-Mar,,,no,no,SiCL,Cyclone,no,no,,,SD,UAN,QP,66.0113,1.3295,-3.47E-03,191.4,193.3,0.98,175
NR-026,Soy,no,2006,IN,EC,Henry,Pickering,1-02Ws,,,no,no,SiL,Crosby,no,no,,,SD,UAN,QP,80.9508,1.0282,-2.65E-03,194,181,0.99,173
NR-027,Soy,no,2006,IN,EC,Henry,Pickering,1-02Ws,,,no,no,SiCL,Cyclone,no,no,,,SD,UAN,QP,110.6,0.753,-1.48E-03,236,205.9,1,216
NR-028,Soy,yes,2006,IN,NW,Porter,PPAC - A4,A4,41.45145997,-86.94347262,no,no,L,Sebewa,no,no,P34A19,27-Apr,31-May,UAN,QP,118.2,1.251,-4.27E-03,146.5,210,,133
NR-029,Soy,yes,2006,IN,SE,Jennings,SEPAC - J33,J33,39.03260275,-85.53578496,no,no,SiL,Cobbsfork,no,no,P34A19,1-Jun,27-Jun,UAN,QP,43.3493,1.1599,-2.78E-03,208.9,164,,188
NR-030,Soy,yes,2006,IN,SW,Knox,SWPAC - 23,Fld 23,38.74521394,-87.48169541,yes,no,"LfS, fSL, SiCL","Ade, Lyles, Petrolia",no,no,P34A19,10-May,5-Jun,UAN,QP,59.8132,0.5848,-1.35E-03,216.1,123,,175
NR-031,Soy,no,2006,IN,SW,Gibson,Teel,,,,no,no,SiL,Ragsdale,no,no,,,SD,UAN,QP,114.4,1.0407,-2.68E-03,194.4,215,,173
NR-032,Corn,no,2006,IN,SW,Gibson,Teel,,,,no,no,SiL,Ragsdale,no,no,,,SD,UAN,QP,69.6897,1.2126,-2.69E-03,204,205.1,0.99,205
NR-033,Soy,yes,2006,IN,WC,Tippecanoe,TPAC - ME,ME,40.27772494,-86.8632853,no,no,"SiL, SiCL","Lauramie, Drummer, Toronto-Millbrook",no,no,P34A19,5-Jun,19-Jul,UAN,CR,128.7,0.4815,-3.35E-03,71.9,146,0.99,55
NR-034,Soy,yes,2007,IN,WC,Tippecanoe,ACRE - 92,Fld 92,40.48428211,-87.00799584,no,no,SiCL,Chalmers,no,no,P34A20,7-May,6-Jun,UAN,QP,94.0988,1.3091,-5.05E-03,129.5,179,,119
NR-035,Corn,yes,2007,IN,WC,Tippecanoe,ACRE - 94,Fld 94,40.48610997,-87.00803876,no,no,SiL,Raub,no,no,P34A20,7-May,6-Jun,UAN,QP,69.8943,1.1327,-3.34E-03,169.5,166,,153
NR-036,Corn,no,2007,IN,C,Hamilton,Becks K - 30k,,,,no,no,SiCL,Brookston,no,no,,,SD,UAN,QP,100.5,1.1557,-3.22E-03,179.7,204,,162
NR-037,Corn,no,2007,IN,C,Hamilton,Becks K - 36k,,,,no,no,SiCL,Brookston,no,no,,,SD,UAN,QP,81.57,1.8556,-5.66E-03,164,234,,154
NR-038,Soy,no,2007,IN,SW,Gibson,Becks SW - Preplt,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,Preplt,NH3,PL,133.38,0.4802,,200,229.4,,
NR-039,Corn,no,2007,IN,SW,Gibson,Becks SW - Preplt,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,Preplt,NH3,PL,75.44,0.6462,,200,204.7,,
NR-040,Soy,no,2007,IN,SW,Gibson,Becks SW - V3,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,133.6,1.9952,-9.88E-03,100.9,234,,95
NR-041,Corn,no,2007,IN,SW,Gibson,Becks SW - V3,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,85.1343,1.1778,-2.70E-03,218.3,213.7,,197
NR-042,Corn,no,2007,IN,SW,Gibson,Becks SW - V3,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,99.872,1.229,-3.27E-03,187.7,215,,171
NR-043,Soy,no,2007,IN,SW,Gibson,Becks SW - V6,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,QP,134.8,1.5504,-5.86E-03,132.4,237,,123
NR-044,Corn,no,2007,IN,SW,Gibson,Becks SW - V6,,,,no,no,SiL,Uniontown / Ragsdale,no,no,,,SD,UAN,Q,81.094,1.059,-1.80E-03,265,235.3,,263
NR-045,Corn,yes,2007,IN,EC,Randolph,DPAC - M1,M1,40.24841543,-85.14998674,no,no,"SiL, SiCL",Blount/Pewamo,no,no,P34A20,8-May,6-Jun,UAN,QP,43.2686,0.6841,-1.66E-03,206.1,114,,172
NR-046,Soy,yes,2007,IN,EC,Randolph,DPAC - M2,M2,40.24589324,-85.14994383,no,no,"SiL, SiCL",Blount/Pewamo,no,no,P34A20,8-May,6-Jun,UAN,QP,60.7629,1.0563,-3.30E-03,160,145,,143
NR-047,Soy,no,2007,IN,C,Hendricks,Edmundson,,,,no,no,"SiL, SiCL","Crosby, Brookston",no,no,,,SD,UAN,QP,140.2,0.1731,-3.40E-04,251.8,162,,89
NR-048,Soy,no,2007,IN,WC,Benton,Kretz,,,,no,no,"SiCL, L","Chalmers, Conover+Selma",no,no,P34A20,21-Apr,SD,UAN,PL,171.9,0.1578,,220,206.6,1,
NR-049,Soy,yes,2007,IN,NE,Whitley,NEPAC - L3,L3,41.11573437,-85.44235826,no,no,"L, SL","Haskins, Merrill, Rawson",no,no,P34A20,8-May,30-May,UAN,QP,115.2,0.9408,-2.31E-03,203.5,211,,179
NR-050,Corn,yes,2007,IN,NE,Whitley,NEPAC - L4,L4,41.11431176,-85.4486239,no,no,"SL, L","Rawson, Haskins+Glynwood",no,no,P34A20,8-May,30-May,UAN,QP,41.1273,1.3168,-2.98E-03,221.2,187,,202
NR-051,Corn,no,2007,IN,EC,Henry,Pickering,1-02Ws,,,no,no,SiL,Crosby,no,no,,,SD,UAN,QP,85.7245,0.8432,-2.18E-03,193,167,0.99,168
NR-052,Corn,no,2007,IN,EC,Henry,Pickering,1-02Ws,,,no,no,SiCL,Cyclone,no,no,,,SD,UAN,QP,86.2858,1.1196,-3.19E-03,176,185,1,158
NR-053,Corn,no,2007,IN,EC,Henry,Pickering,12-Mar,,,no,no,"SiCl, SiL","Cyclone, Crosby",no,no,,,SD,UAN,QP,67.0269,1.1137,-3.59E-03,155,153,0.88,139
NR-054,Corn,yes,2007,IN,NW,Porter,PPAC - B4,B4,41.45120265,-86.94104791,no,no,L,Sebewa,no,no,P34A20,3-May,30-May,UAN,QP,65.8936,1.1284,-2.55E-03,221.5,191,,199
NR-055,Soy,yes,2007,IN,NW,Porter,PPAC - C4east,C4,41.45141172,-86.93883777,no,no,L,Sebewa,no,no,P34A20,3-May,30-May,UAN,QP,104,0.6525,-1.94E-03,168.3,159,,139
NR-056,Soy,yes,2007,IN,NW,Porter,PPAC - C4west,C4,41.45141172,-86.93883777,no,no,L,Sebewa,no,no,P34A20,3-May,30-May,UAN,QP,113.6,1.1298,-3.96E-03,142.7,194,,128
NR-057,Soy,yes,2007,IN,SE,Jennings,SEPAC - G5,G5,39.04346949,-85.52707314,no,no,SiL,"Avonburg, Naab, Ryker-Muscatatuck ",no,no,P34A20,30-Apr,25-May,UAN,QP,112.6,0.9181,-3.24E-03,141.6,178,,124
NR-058,Corn,yes,2007,IN,SE,Jennings,SEPAC - H3,H3,39.04093629,-85.52357554,no,no,SiL,"Cincinnati-Nabb, Parke, Cobbsfork",no,no,P34A20,1-May,25-May,UAN,QP,53.9851,1.1829,-4.12E-03,143.4,139,,130
NR-059,Soy,yes,2007,IN,SW,Knox,SWPAC - 20,Fld 20,38.74849405,-87.48193145,yes,no,"LfS, fSL","Ade, Lyles",no,no,P34A20,27-Apr,22-May,UAN,PL,64.551,0.4614,,218,165,0.95,
NR-060,Soy,yes,2007,IN,WC,Tippecanoe,TPAC - MS5,MS5,40.26826214,-86.87759757,no,no,"SiCL, SiL","Throckmorton, Toronto-Millbrook, Drummer",no,no,P34A20,4-May,5-Jun,UAN,QP,128.6,1.0215,-4.41E-03,115.9,188,,103
NR-061,Soy,yes,2008,IN,WC,Tippecanoe,ACRE - 93,Fld 93,40.485245,-87.00806022,no,no,SiCL,Chalmers,no,no,P34A20,1-May,12-Jun,UAN,QP,86.626,1.6104,-4.33E-03,186,236,,173
NR-062,Corn,yes,2008,IN,WC,Tippecanoe,ACRE - 94,Fld 94,40.48610997,-87.00803876,no,no,SiL,Raub,no,no,P34A20,1-May,12-Jun,UAN,QP,26.1544,1.4666,-2.80E-03,262,218,,242
NR-063,Soy,no,2008,IN,EC,Blackford,Aulbach,,,,no,no,"SiL, SiCL","Blount, Pewamo",no,no,Garst 8384,23-Apr,SD,UAN,QP,66.2179,1.28,-2.54E-03,251.5,227.2,,230
NR-064,Corn,no,2008,IN,C,Hamilton,Becks K,,,,no,no,SiCL,Brookston,no,no,,,SD,UAN,QP,47.4714,1.5381,-3.23E-03,238.4,230.8,,221
NR-065,Corn,no,2008,IN,NC,Fulton,Berry,,,,yes,no,LS,Ormas,no,yes,,,SD,NH3,QP,72.86,1.244,-2.72E-03,229,215.2,0.96,200
NR-066,Soy,no,2008,IN,NW,Pulaski,Brown,,,,yes,no,"S, LS","Morocco, Brems, Maumee",no,no,Heritage 4646 VT3,26-Apr,SD,NH3,QP,-20.3187,2.3754,-7.78E-03,152.6,160.9,,145
NR-067,na,no,2008,IN,SW,Sullivan,Chowning,,,,no,no,SiL,Wakeland,no,no,P33N58+P33T57,30-Apr,SD,NH3,CR,-,-,-,-,-,,
NR-068,Corn,no,2008,IN,NC,Fulton,Clauson,,,,yes,no,"SL, LS","Kosciusko, Ormas (irrig)",no,yes,P33F88,19-May,SD,NH3,QP,77.96,0.9725,-1.56E-03,264,229.3,,264
NR-069,Corn,yes,2008,IN,EC,Randolph,DPAC - M1,M1,40.24841543,-85.14998674,no,no,"SiL, SiCL","Blount, Pewamo",no,no,P34A20,29-May,20-Jun,UAN,QP,18.4935,1.017,-1.91E-03,266,153.7,,237
NR-070,Soy,yes,2008,IN,EC,Randolph,DPAC - P,P,40.24032442,-85.14972925,no,no,"SiL, SiCL","Blount, Pewamo",no,no,P34A20,29-May,20-Jun,UAN,QP,68.2815,1.2713,-3.60E-03,177,181,,161
NR-071,Soy,no,2008,IN,SW,Gibson,Jochim - DC soy,,,,no,no,Unknown,Unknown,no,no,P33T56,,SD,UAN,QP,90.935,1.004,-2.20E-03,228.2,205.5,,203
NR-072,Soy,no,2008,IN,C,Clinton,Kberg,,,,no,no,Unknown,Unknown,no,no,DK63-42,23-Apr,SD,UAN,QP,55.5482,2.2584,-5.72E-03,197.6,278,,188
NR-073,Soy,no,2008,OH,NW OH,OH,Kberg,,,,no,no,Unknown,Unknown,no,no,,10-May,SD,NH3,PL,125.04,0.1675,,235,164.4,0.94,
NR-074,Soy,no,2008,IN,NW,Lake,Kleine,,,,no,no,"SiCL, SiL",Pewamo/Elliott,no,no,,20-May,SD,NH3,QP,79.9194,2.1678,-7.23E-03,149.8,242,,142
NR-075,Soy,no,2008,IN,NE,LaGrange,Lords Seeds,,,,yes,no,LS,Boyer (irrig),no,yes,7987wx,20-May,SD,UAN,QP,-48.2485,2.4755,-5.99E-03,206.7,208,,197
NR-076,Soy,no,2008,IN,C,Clinton,Meador - Garst 83C55,Sipes3,,,no,no,SiL,"Fincastle, Crosby",no,no,Garst 83C55,,SD,NH3,QP,150.2,0.4283,-6.30E-04,224,215,,251
NR-077,Soy,no,2008,IN,C,Clinton,Meador - P33F88,Sipes3,,,no,no,SiL,"Fincastle, Crosby",no,no,P33F88,,SD,NH3,QP,88.8565,1.0154,-1.83E-03,224,224.5,,247
NR-078,Corn,yes,2008,IN,NE,Whitley,NEPAC - L4,L4,41.11431176,-85.4486239,no,no,"SL, L","Rawson, Haskins+Glynwood",no,no,P34A20,1-May,9-Jun,UAN,QP,0.9652,1.4153,-3.47E-03,204,145,,188
NR-079,Soy,yes,2008,IN,NE,Whitley,NEPAC - L5,L5,41.11445726,-85.44242263,no,no,"SiL, L, SL","Blount, Mermill+Haskins, Boyer+Rawson",no,no,P34A20,1-May,9-Jun,UAN,QP,83.9616,0.6365,-1.59E-03,200,148,,165
NR-080,Soy,no,2008,IN,WC,Tippecanoe,Phillips,,,,no,no,SiL,Mellot/Throckmorton,no,no,Specialty 6991,30-May,SD,UAN,CR,-,-,-,-,-,,
NR-081,Soy,no,2008,IN,EC,Henry,Pickering,20,,,no,no,SiL,Celina,no,no,,,SD,UAN,QP,92.2457,0.8957,-1.79E-03,250.8,204.6,,219
NR-082,Soy,no,2008,IN,EC,Henry,Pickering,20,,,no,no,SiCL,Cyclone,no,no,,,SD,UAN,QP,65.9737,1.4367,-3.59E-03,200,210,,184
NR-083,Soy,yes,2008,IN,NW,Porter,PPAC - A4,A4,41.45145997,-86.94347262,no,no,L,Sebewa,no,no,P34A20,5-May,2-Jun,UAN,QP,100.3,1.3349,-3.40E-03,197,231,,180
NR-084,Corn,yes,2008,IN,NW,Porter,PPAC - B4,B4,41.45120265,-86.94104791,no,no,L,Sebewa,no,no,P34A20,5-May,2-Jun,UAN,QP,44.752,1.4636,-3.11E-03,235,217,,217
NR-085,Soy,no,2008,IN,NW,Benton,Schurr-Peacock,,,,no,no,SiCL,Brookston,no,no,PR561,29-Apr,SD,NH3,QP,14.5685,3.1153,-1.21E-02,128,215,,124
NR-086,Soy,yes,2008,IN,SE,Jennings,SEPAC - G8,G8,39.03978632,-85.53082824,no,no,SiL,"Nabb, Oldenburg, Ryker-Muscatuck",no,no,P34A20,23-Apr,10-Jun,UAN,QP,44.8293,1.3642,-3.55E-03,192,176,,176
NR-087,Corn,yes,2008,IN,SE,Jennings,SEPAC - H3,H3,39.04093629,-85.52357554,no,no,SiL,"Cincinnati-Nabb, Parke, Cobbsfork",no,no,P34A20,23-Apr,9-Jun,UAN,QP,7.2377,1.5263,-4.53E-03,169,136,,156
NR-088,Soy,yes,2008,IN,SW,Knox,SWPAC - 23,Fld 23,38.74521394,-87.48169541,yes,no,"LfS, fSL, SiCL","Ade, Lyles, Petrolia",no,no,P34A20,1-May,SD,UAN,QP,52.186,0.9136,-1.81E-03,252,167,,221
NR-089,Soy,yes,2008,IN,WC,Tippecanoe,TPAC - ME,ME,40.27772494,-86.8632853,no,no,"SiL, SiCL","Lauramie, Drummer, Toronto-Millbrook",no,no,P34A20,6-May,20-Jun,UAN,QP,89.6576,1.5566,-4.45E-03,175,226,,162
NR-090,Soy,no,2008,IN,SW,Dubois,Whitsitt,Dow 2,,,no,no,SiL,"Bonnie, Stendal",yes,no,P33N58,25-May,SD,UAN,QP,137.3,1.8655,-1.49E-02,62.5,195.6,0.83,59
NR-091,Soy,yes,2009,IN,WC,Tippecanoe,ACRE - 92,Fld 92,40.48428211,-87.00799584,no,no,SiCL,Chalmers,no,no,P33F88,12-May,9-Jun,UAN,QP,58.9529,1.8077,-4.96E-03,182.2,223.6,,171
NR-092,Corn,yes,2009,IN,WC,Tippecanoe,ACRE - 94,Fld 94,40.48610997,-87.00803876,no,no,SiL,Raub,no,no,P33F88,12-May,9-Jun,UAN,QP,-1.5572,1.5791,-3.24E-03,243.8,191,,226
NR-093,Soy,no,2009,IN,EC,Blackford,Aulbach,Acrs Rd,,,no,no,SiL,Blount,no,no,Garst 84U96 3000GT,21-May,SD,UAN,QP,80.6358,0.9239,-1.94E-03,238,190.6,,209
NR-094,Soy,no,2009,IN,EC,Blackford,Aulbach,Acrs Rd,,,no,no,SiCL,Pewamo,no,no,Garst 84U96 3000GT,21-May,SD,UAN,QP,98.3742,0.8114,-1.66E-03,245,197.8,,211
NR-095,Corn,no,2009,IN,SW,Gibson,Becks 5608VT3,,,,no,no,SiL,Ragsdale,no,no,5608VT3,25-Apr,SD,UAN,QP,78.3482,1.2715,-2.93E-03,217,216,,198
